RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,DepthStratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,ICESArea,Depth,HaulVal,HydroStNo,StdSpecRecCode,BySpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth,Cal_Distance,Cal_DoorSpread,Cal_WingSpread,BeamWidth,DSflag,WSflag,DistanceFlag,SweptAreaDSKM2,SweptAreaWSKM2,SweptAreaBWKM2,DateofCalculation
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,229,229,2013,8,7,1926,-9,30,D,56.6470,-1.2440,56.623,-1.27,42E8,-9,68,V,74SC0303,1,1,R,6.2,-9,-9,3170,240,28,-9,4.5,1100,64,16,186,0.7,-9,200,3.4,-9,-9,-9,-9,-9,105,4,105,0.2,-9,-9,34.41,34.61,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3170,64,16,-9,O,O,O,0.20288,0.05072,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,230,230,2013,8,8,443,-9,30,D,56.2800,-2.1710,56.304,-2.143,41E7,-9,55,V,74SC0304,1,1,R,5.9,-9,-9,3204,200,28,-9,4.5,1100,61,15,186,0.7,-9,30,3.4,-9,144,-9,-9,-9,70,4,-9,-9,-9,-9,34.34,34.45,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3204,61,15,-9,O,O,O,0.195444,0.04806,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,263,263,2013,8,16,1348,-9,30,D,60.5520,0.5050,60.523,0.508,50F0,-9,140,V,74SC0334,1,1,R,4.9,-9,-9,3235,450,28,-9,4.5,1100,85,20,186,0.7,-9,180,3.5,-9,320,-9,-9,-9,260,7,180,0.3,-9,-9,35.23,24.93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3235,85,20,-9,O,O,O,0.274975,0.0647,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,265,265,2013,8,16,1907,-9,30,D,60.7720,-0.6160,60.802,-0.624,50E9,-9,109,V,74SC0335,1,1,R,5.2,-9,-9,3340,360,28,-9,4.5,1100,74,18,186,0.7,-9,350,3.6,-9,170,-9,-9,-9,264,2,270,0.5,-9,-9,34.91,35.17,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3340,74,18,-9,O,O,O,0.24716,0.06012,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,266,266,2013,8,16,426,-9,30,D,60.1220,-0.3060,60.102,-0.347,49E9,-9,140,V,74SC0336,1,1,R,5,-9,-9,3212,450,28,-9,4.5,1100,79,19,186,0.7,-9,225,3.5,-9,344,-9,-9,-9,175,4,190,0.5,-9,-9,35.23,35.25,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3212,79,19,-9,O,O,O,0.253748,0.061028,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,267,267,2013,8,16,737,-9,30,D,59.7460,0.3330,59.717,0.345,48F0,-9,120,V,74SC0337,1,1,R,5,-9,-9,3247,390,28,-9,4.5,1100,77,18,186,0.7,-9,168,3.5,-9,250,-9,-9,-9,200,10,180,0.6,-9,-9,35.08,35.14,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3247,77,18,-9,O,O,O,0.250019,0.058446,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,199,199,2013,8,2,538,-9,35,D,56.4000,7.0650,56.42,7.015,41F7,-9,35,V,74SC0273,1,1,R,6.5,-9,-9,3726,135,28,-9,4.5,1100,55,15,186,0.7,-9,300,3.5,-9,180,-9,-9,-9,110,10,180,0.2,-9,-9,34.07,33.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3726,55,15,-9,O,O,O,0.20493,0.05589,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,200,200,2013,8,2,819,-9,30,D,56.4880,6.6050,56.466,6.575,41F6,-9,40,V,74SC0274,1,1,R,6.4,-9,-9,3120,150,28,-9,4.5,1100,56,16,186,0.7,-9,205,3.4,-9,193,-9,-9,-9,140,10,180,0.3,-9,-9,34.71,34.33,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3120,56,16,-9,O,O,O,0.17472,0.04992,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,195,195,2013,8,1,546,-9,31,D,56.5470,1.2350,56.571,1.263,42F1,-9,90,V,74SC0269,1,1,R,5.7,-9,-9,3170,300,28,-9,4.5,1100,75,18,186,0.7,-9,30,3.4,-9,225,-9,-9,-9,120,10,180,0.2,-9,-9,34.67,35.15,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3170,75,18,-9,O,O,O,0.23775,0.05706,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,196,196,2013,8,1,938,-9,30,D,56.7470,2.1260,56.757,2.174,42F2,-9,90,V,74SC0270,1,1,R,5.6,-9,-9,3194,300,28,-9,4.5,1100,77,19,186,0.7,-9,67,3.4,-9,214,-9,-9,-9,180,6,180,0.3,-9,-9,35.01,35.06,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3194,77,19,-9,O,O,O,0.245938,0.060686,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,197,197,2013,8,1,1430,-9,30,D,56.8530,3.5770,56.825,3.594,42F3,-9,60,V,74SC0271,1,1,R,6.5,-9,-9,3196,210,28,-9,4.5,1100,66,16,186,0.7,-9,167,3.5,-9,340,-9,-9,-9,190,8,170,0.3,-9,-9,34.94,34.94,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3196,66,16,-9,O,O,O,0.210936,0.051136,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,198,198,2013,8,1,1954,-9,30,D,57.3010,5.1170,57.281,5.156,43F5,-9,58,V,74SC0272,1,1,R,5.7,-9,-9,3184,210,28,-9,4.5,1100,68,17,186,0.7,-9,140,3.4,-9,330,-9,-9,-9,135,5,180,0.2,-9,-9,34.02,35.04,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3184,68,17,-9,O,O,O,0.216512,0.054128,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,192,192,2013,7,31,1011,-9,20,D,57.0400,-1.8160,57.022,-1.819,43E8,-9,90,V,74SC0266,1,1,R,5.8,-9,-9,2089,300,28,-9,4.5,1100,76,-9,186,0.7,-9,186,3.4,-9,187,-9,-9,-9,205,5,30,0.1,-9,-9,34.49,34.56,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2089,76,4.123370121,-9,O,C,O,0.158764,0.00861372,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,193,193,2013,7,31,1519,-9,30,D,57.3160,-0.6340,57.344,-0.643,43E9,-9,67,V,74SC0267,1,1,R,6.1,-9,-9,3276,270,28,-9,4.5,1100,68,17,186,0.7,-9,345,3.4,-9,270,-9,-9,-9,185,5,30,0.1,-9,-9,34.56,34.77,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3276,68,17,-9,O,O,O,0.222768,0.055692,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,236,236,2013,8,8,853,-9,30,D,57.8620,1.5350,57.887,1.507,44F1,-9,92,V,74SC0310,1,1,R,5.6,-9,-9,3276,305,28,-9,4.5,1100,78,18,186,0.7,-9,320,3.5,-9,50,-9,-9,-9,148,7,190,0.3,-9,-9,34.91,35.13,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3276,78,18,-9,O,O,O,0.255528,0.058968,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,237,237,2013,8,8,1318,-9,30,D,58.2200,0.4650,58.208,0.413,45F0,-9,150,V,74SC0311,1,1,R,4.6,-9,-9,3347,480,28,-9,4.5,1100,88,21,186,0.7,-9,255,3.6,-9,150,-9,-9,-9,170,5,180,0.3,-9,-9,34.9,35.14,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3347,88,21,-9,O,O,O,0.294536,0.070287,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,238,238,2013,8,8,1630,-9,30,D,57.8220,0.2610,57.799,0.227,44F0,-9,126,V,74SC0312,1,1,R,4.9,-9,-9,3220,400,28,-9,4.5,1100,84,19,186,0.7,-9,225,3.5,-9,120,-9,-9,-9,284,2,270,0.2,-9,-9,34.82,35.02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3220,84,19,-9,O,O,O,0.27048,0.06118,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,239,239,2013,8,11,1858,-9,30,D,57.8160,-2.5870,57.846,-2.585,44E7,-9,79,V,74SC0313,1,1,R,5.1,-9,-9,3283,300,28,-9,4.5,1100,81,19,186,0.7,-9,360,3.6,-9,350,-9,-9,-9,270,9,270,0.5,-9,-9,34.63,34.66,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3283,81,19,-9,O,O,O,0.265923,0.062377,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,240,240,2013,8,12,525,-9,30,D,57.8650,-3.0550,57.864,-3.11,44E6,-9,87,V,74SC0314,1,1,R,5.2,-9,-9,3259,300,28,-9,4.5,1100,78,18,186,0.7,-9,270,3.5,-9,196,-9,-9,-9,275,11,260,0.2,-9,-9,34.57,34.64,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3259,78,18,-9,O,O,O,0.254202,0.058662,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,241,241,2013,8,12,814,-9,30,D,58.1760,-3.0870,58.197,-3.049,45E6,-9,60,V,74SC0315,1,1,R,5.6,-9,-9,3237,210,28,-9,4.5,1100,70,17,186,0.7,-9,360,3.5,-9,-9,-9,-9,-9,290,8,180,0.2,-9,-9,34.63,34.6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3237,70,17,-9,O,O,O,0.22659,0.055029,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,242,242,2013,8,12,1130,-9,30,D,58.2190,-2.5170,58.191,-2.502,45E7,-9,55,V,74SC0316,1,1,R,5.8,-9,-9,3140,200,28,-9,4.5,1100,66,17,186,0.7,-9,165,3.4,-9,-9,-9,-9,-9,300,13,-9,0.2,-9,-9,34.66,34.66,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3140,66,17,-9,O,O,O,0.20724,0.05338,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,243,243,2013,8,12,1130,-9,30,D,58.4060,-1.8400,58.431,-1.863,45E8,-9,105,V,74SC0317,1,1,R,6.6,-9,-9,3108,330,28,-9,4.5,1100,80,19,186,0.7,-9,331,3.4,-9,150,-9,-9,-9,300,8,-9,0.2,-9,-9,34.84,35.07,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3108,80,19,-9,O,O,O,0.24864,0.059052,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,194,194,2013,7,31,1926,-9,30,D,57.3500,0.4160,57.373,0.449,43F0,-9,83,V,74SC0268,1,1,R,6.2,-9,-9,3431,270,28,-9,4.5,1100,68,17,186,0.7,-9,30,3.5,-9,270,-9,-9,-9,135,3,30,0.1,-9,-9,34.61,34.8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3431,68,17,-9,O,O,O,0.233308,0.058327,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,233,233,2013,8,8,1718,-9,30,D,57.7590,-1.4950,57.786,-1.474,44E8,-9,81,V,74SC0307,1,1,R,5.7,-9,-9,3309,260,28,-9,4.5,1100,72,18,186,0.7,-9,35,3.6,-9,300,-9,-9,-9,153,8,160,0.2,-9,-9,34.47,34.7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3309,72,18,-9,O,O,O,0.238248,0.059562,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,234,234,2013,8,8,1951,-9,30,D,57.8070,-0.8930,57.837,-0.896,44E9,-9,90,V,74SC0308,1,1,R,5.5,-9,-9,3296,300,28,-9,4.5,1100,79,19,186,0.7,-9,350,3.6,-9,10,-9,-9,-9,170,4,170,0.5,-9,-9,34.66,34.94,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3296,79,19,-9,O,O,O,0.260384,0.062624,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,235,235,2013,8,8,546,-9,30,D,57.6160,2.2100,57.64,2.178,44F2,-9,82,V,74SC0309,1,1,R,5.6,-9,-9,3230,280,28,-9,4.5,1100,77,18,186,0.7,-9,324,3.5,-9,348,-9,-9,-9,150,-9,180,0.3,-9,-9,34.9,35.09,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3230,77,18,-9,O,O,O,0.24871,0.05814,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,249,249,2013,8,13,1900,-9,17,D,59.5410,-3.8210,59.558,-3.827,48E6,-9,162,V,74SC0322,1,1,R,-9,-9,-9,1849,480,28,-9,4.5,1100,88,20,186,0.7,-9,350,3.5,-9,200,-9,-9,-9,270,5,270,0.5,-9,-9,35.2,35.23,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1849,88,20,-9,O,O,O,0.162712,0.03698,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,250,250,2013,8,14,456,-9,30,D,59.8050,-2.1270,59.807,-2.071,48E7,-9,110,V,74SC0323,1,1,R,5.3,-9,-9,3180,360,28,-9,4.5,1100,77,18,186,0.7,-9,78,3.4,-9,140,-9,-9,-9,190,5,260,0.3,-9,-9,35.08,35.09,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3180,77,18,-9,O,O,O,0.24486,0.05724,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,251,251,2013,8,14,802,-9,30,D,59.9640,-1.5850,59.978,-1.534,48E8,-9,110,V,74SC0324,1,1,R,5.7,-9,-9,3247,360,28,-9,4.5,1100,75,19,186,0.7,-9,65,3.5,-9,-9,-9,-9,-9,190,11,190,0.5,-9,-9,35.2,35.21,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3247,75,19,-9,O,O,O,0.243525,0.061693,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,252,252,2013,8,14,1114,-9,30,D,60.1410,-1.7190,60.17,-1.737,49E8,-9,80,V,74SC0325,1,1,R,6.1,-9,-9,3265,270,28,-9,4.5,1100,66,18,186,0.7,-9,337,3.5,-9,337,-9,-9,-9,195,20,130,0.2,-9,-9,35.15,35.21,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3265,66,18,-9,O,O,O,0.21549,0.05877,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,253,253,2013,8,14,1419,-9,30,D,60.2330,-2.2500,60.211,-2.287,49E7,-9,130,V,74SC0326,1,1,R,5.4,-9,-9,3217,420,28,-9,4.5,1100,73,-9,186,0.7,-9,225,3.5,-9,-9,-9,-9,-9,203,12,180,0.5,-9,-9,35.08,35.12,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3217,73,4.798993094,-9,O,C,O,0.234841,0.015438361,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,254,254,2013,8,14,1731,-9,20,D,60.3030,-3.0740,60.321,-3.054,49E6,-9,169,V,74SC0327,1,1,R,5.5,-9,-9,2239,520,28,-9,4.5,1100,80,21,186,0.7,-9,35,3.7,-9,55,-9,-9,-9,170,2,180,0.5,-9,-9,35.3,35.36,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2239,80,21,-9,O,O,O,0.17912,0.047019,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,231,231,2013,8,8,644,-9,30,D,56.4240,-1.8640,56.426,-1.815,41E8,-9,50,V,74SC0305,1,1,R,5.9,-9,-9,3049,190,28,-9,4.5,1100,58,15,186,0.7,-9,90,3.3,-9,300,-9,-9,-9,61,3,-9,-9,-9,-9,34.41,34.53,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3049,58,15,-9,O,O,O,0.176842,0.045735,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,232,232,2013,8,8,910,-9,16,D,56.6160,-2.0970,56.632,-2.09,42E7,-9,60,V,74SC0306,1,1,R,5.9,-9,-9,1774,200,28,-9,4.5,1100,61,16,186,0.7,-9,13,3.5,-9,11,-9,-9,-9,95,1,-9,-9,-9,-9,34.32,34.43,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1774,61,16,-9,O,O,O,0.108214,0.028384,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,279,279,2013,8,19,1525,-9,30,D,59.5350,-0.7070,59.508,-0.729,48E9,-9,138,V,74SC0349,1,1,R,4.8,-9,-9,3285,450,28,-9,4.5,1100,83,-9,186,0.7,-9,200,3.6,-9,260,-9,-9,-9,210,3,220,1.5,-9,-9,35.13,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3285,83,4.937528057,-9,O,C,O,0.272655,0.01621978,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,280,280,2013,8,19,1843,-9,30,D,59.1060,-0.8630,59.079,-0.835,47E9,-9,138,V,74SC0350,1,1,R,4.7,-9,-9,3415,450,28,-9,4.5,1100,84,19,186,0.7,-9,158,3.7,-9,330,-9,-9,-9,240,2,220,1.5,-9,-9,35.2,35.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3415,84,19,-9,O,O,O,0.28686,0.064885,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,281,281,2013,8,20,520,-9,30,D,58.0890,-0.9860,58.06,-0.992,45E9,-9,115,V,74SC0351,1,1,R,5.2,-9,-9,3175,375,28,-9,4.5,1100,78,18,186,0.7,-9,197,3.5,-9,232,-9,-9,-9,245,9,220,0.5,-9,-9,34.89,33.12,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3175,78,18,-9,O,O,O,0.24765,0.05715,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,244,244,2013,8,12,1805,-9,26,D,58.5750,-2.1960,58.6,-2.187,46E7,-9,80,V,74SC0318,1,1,R,7,-9,-9,2871,270,28,-9,4.5,1100,74,18,186,0.7,-9,15,3.6,-9,280,-9,-9,-9,315,15,-9,0.5,-9,-9,34.73,34.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2871,74,18,-9,O,O,O,0.212454,0.051678,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,246,246,2013,8,13,825,-9,30,D,58.8460,-3.7870,58.872,-3.81,46E6,-9,100,V,-9,1,1,R,5.1,-9,-9,3177,315,28,-9,4.5,1100,77,19,186,0.7,-9,333,3.5,-9,285,-9,-9,-9,260,8,270,0.6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3177,77,19,-9,O,O,O,0.244629,0.060363,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,248,248,2013,8,13,1553,-9,20,D,59.4050,-3.9640,59.421,-3.94,47E6,-9,140,V,74SC0321,1,1,R,4.7,-9,-9,2231,450,28,-9,4.5,1100,82,20,186,0.7,-9,135,3.5,-9,109,-9,-9,-9,270,5,270,0.5,-9,-9,35.24,35.22,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2231,82,20,-9,O,O,O,0.182942,0.04462,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,268,268,2013,8,16,1123,-9,30,D,59.7020,1.4120,59.715,1.464,48F1,-9,110,V,74SC0338,1,1,R,5.1,-9,-9,3237,360,28,-9,4.5,1100,79,18,186,0.7,-9,80,3.5,-9,290,-9,-9,-9,165,13,180,1,-9,-9,35.29,34.98,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3237,79,18,-9,O,O,O,0.255723,0.058266,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,269,269,2013,8,16,1453,-9,30,D,59.7490,2.3920,59.722,2.415,48F2,-9,120,V,74SC0339,1,1,R,4.8,-9,-9,3248,390,28,-9,4.5,1100,85,22,186,0.7,-9,319,3.5,-9,319,-9,-9,-9,170,16,170,2.5,-9,-9,34.82,35.3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3248,85,22,-9,O,O,O,0.27608,0.071456,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,270,270,2013,8,16,1808,-9,30,D,59.7000,3.1690,59.675,3.183,48F3,-9,145,V,74SC0340,1,1,R,5,-9,-9,2955,460,28,-9,4.5,1100,84,20,186,0.7,-9,165,3.2,-9,350,-9,-9,-9,165,6,165,3,-9,-9,33.55,35.29,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2955,84,20,-9,O,O,O,0.24822,0.0591,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,217,217,2013,8,5,1723,-9,30,D,55.5270,0.7560,55.547,0.794,40F0,-9,82,V,74SC0291,1,1,R,5.3,-9,-9,3321,270,28,-9,4.5,1100,77,18,186,0.7,-9,55,3.6,-9,80,-9,-9,-9,180,9,180,0.5,-9,-9,34.92,34.98,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3321,77,18,-9,O,O,O,0.255717,0.059778,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,218,218,2013,8,5,1924,-9,30,D,55.5500,1.1870,55.578,1.205,40F1,-9,78,V,74SC0292,1,1,R,5.5,-9,-9,3269,270,28,-9,4.5,1100,77,18,186,0.7,-9,30,3.5,-9,90,-9,-9,-9,160,9,180,1,-9,-9,34.93,34.96,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3269,77,18,-9,O,O,O,0.251713,0.058842,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,220,220,2013,8,6,836,-9,30,D,54.8330,-0.2770,54.836,-0.227,38E9,-9,65,V,74SC0294,1,1,R,6.2,-9,-9,3281,225,28,-9,4.5,1100,70,18,186,0.7,-9,89,3.5,-9,250,-9,-9,-9,314,9,280,0.3,-9,-9,34.43,34.74,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3281,70,18,-9,O,O,O,0.22967,0.059058,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,B,P,255,255,2013,8,15,529,-9,30,D,60.7530,-2.0450,60.78,-2.022,50E7,-9,120,V,74SC0000,1,1,R,5,-9,-9,3213,390,28,-9,4.5,1100,78,18,186,0.7,-9,18,3.5,-9,36,-9,-9,-9,180,9,160,0.5,-9,-9,35.21,35.29,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3213,78,18,-9,O,O,O,0.250614,0.057834,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,201,201,2013,8,2,1331,-9,30,D,56.1990,5.3560,56.188,5.404,41F5,-9,50,V,74SC0275,1,1,R,6.1,-9,-9,3263,180,28,-9,4.5,1100,66,-9,186,0.7,-9,120,3.5,-9,230,-9,-9,-9,160,8,180,0.2,-9,-9,34.25,34.51,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3263,66,3.097652427,-9,O,C,O,0.215358,0.01010764,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,202,202,2013,8,2,1723,-9,30,D,56.2170,4.5910,56.229,4.544,41F4,-9,60,V,74SC0276,1,1,R,6.2,-9,-9,3262,210,28,-9,4.5,1100,68,16,186,0.7,-9,290,3.5,-9,315,-9,-9,-9,220,5,220,0.1,-9,-9,34.56,34.65,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3262,68,16,-9,O,O,O,0.221816,0.052192,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,203,203,2013,8,3,435,-9,30,D,57.1460,4.4280,57.132,4.383,43F4,-9,60,V,74SC0277,1,1,R,6.1,-9,-9,3120,210,28,-9,4.5,1100,69,16,186,0.7,-9,238,3.4,-9,68,-9,-9,-9,166,7,240,0.2,-9,-9,34.9,34.93,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3120,69,16,-9,O,O,O,0.21528,0.04992,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,204,204,2013,8,3,739,-9,30,D,56.7430,4.1600,56.725,4.119,42F4,-9,50,V,74SC0278,1,1,R,6.4,-9,-9,3187,180,28,-9,4.5,1100,64,15,186,0.7,-9,228,3.4,-9,144,-9,-9,-9,200,10,190,0.2,-9,-9,34.44,34.78,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3187,64,15,-9,O,O,O,0.203968,0.047805,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,205,205,2013,8,3,1228,-9,30,D,56.2680,3.1910,56.287,3.23,41F3,-9,70,V,74SC0279,1,1,R,5.8,-9,-9,3155,240,28,-9,4.5,1100,73,17,186,0.7,-9,40,3.4,-9,248,-9,-9,-9,235,11,220,0.5,-9,-9,34.76,34.83,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3155,73,17,-9,O,O,O,0.230315,0.053635,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,206,206,2013,8,3,1609,-9,30,D,56.4130,2.5060,56.386,2.5,41F2,-9,72,V,74SC0280,1,1,R,-9,-9,-9,3032,250,28,-9,4.5,1100,76,17,186,0.7,-9,205,3.2,-9,90,-9,-9,-9,200,13,200,2,-9,-9,34.79,34.97,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3032,76,17,-9,O,O,O,0.230432,0.051544,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,207,207,2013,8,3,1907,-9,30,D,55.9840,2.7110,55.956,2.697,40F2,-9,78,V,74SC0281,1,1,R,5.5,-9,-9,3214,250,28,-9,4.5,1100,77,19,186,0.7,-9,190,3.5,-9,80,-9,-9,-9,190,10,190,2,-9,-9,34.96,34.84,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3214,77,19,-9,O,O,O,0.247478,0.061066,-9,20212109
HH,NS-IBTS,3,GB-SCT,748S,GOV,47,S,P,208,208,2013,8,4,516,-9,30,D,55.2170,2.6250,55.227,2.58,39F2,-9,35,V,74SC0282,1,1,R,6.5,-9,-9,3079,150,28,-9,4.5,1100,59,14,186,0.7,-9,282,3.3,-9,311,-9,-9,-9,215,9,190,0.3,-9,-9,34.85,34.81,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3079,59,14,-9,O,O,O,0.181661,0.043106,-9,20212109
